crop_name,adm_id,date,ndvi
maize,US-18-129,20010125,0.366
maize,US-18-147,20010125,0.369
maize,US-18-083,20010125,0.333
maize,US-18-175,20010125,0.377
maize,US-18-071,20010125,0.338
maize,US-18-007,20010125,0.228
maize,US-18-051,20010125,0.345
maize,US-18-123,20010125,0.413
maize,US-18-021,20010125,0.321
maize,US-18-125,20010125,0.374
maize,US-18-101,20010125,0.387
maize,US-18-031,20010125,0.3
maize,US-18-037,20010125,0.392
maize,US-18-055,20010125,0.333
maize,US-18-065,20010125,0.22
maize,US-18-109,20010125,0.324
maize,US-18-181,20010125,0.216
maize,US-18-095,20010125,0.225
maize,US-18-097,20010125,0.342
maize,US-18-115,20010125,0.335
maize,US-18-119,20010125,0.362
maize,US-18-121,20010125,0.31
maize,US-18-133,20010125,0.307
maize,US-18-157,20010125,0.262
maize,US-18-143,20010125,0.37
maize,US-18-171,20010125,0.231
maize,US-18-059,20010125,0.241
maize,US-18-173,20010125,0.362
maize,US-18-029,20010125,0.35
maize,US-18-139,20010125,0.254
maize,US-18-105,20010125,0.395
maize,US-18-117,20010125,0.37
maize,US-18-043,20010125,0.383
maize,US-18-005,20010125,0.329
maize,US-18-163,20010125,0.329
maize,US-18-165,20010125,0.271
maize,US-18-079,20010125,0.36
maize,US-18-093,20010125,0.383
maize,US-18-155,20010125,0.385
maize,US-18-107,20010125,0.262
maize,US-18-161,20010125,0.24
maize,US-18-047,20010125,0.245
maize,US-18-057,20010125,0.237
maize,US-18-077,20010125,0.375
maize,US-18-019,20010125,0.397
maize,US-18-045,20010125,0.273
maize,US-18-011,20010125,0.286
maize,US-18-063,20010125,0.282
maize,US-18-145,20010125,0.289
maize,US-18-153,20010125,0.333
maize,US-18-167,20010125,0.323
maize,US-18-025,20010125,0.403
maize,US-18-081,20010125,0.303
maize,US-18-013,20010125,0.424
maize,US-18-027,20010202,0.236
maize,US-18-061,20010202,0.372
maize,US-18-129,20010202,0.348
maize,US-18-147,20010202,0.356
maize,US-18-083,20010202,0.305
maize,US-18-175,20010202,0.367
maize,US-18-071,20010202,0.382
maize,US-18-051,20010202,0.338
maize,US-18-123,20010202,0.397
maize,US-18-021,20010202,0.311
maize,US-18-125,20010202,0.369
maize,US-18-101,20010202,0.385
maize,US-18-031,20010202,0.258
maize,US-18-037,20010202,0.368
maize,US-18-041,20010202,0.347
maize,US-18-055,20010202,0.307
maize,US-18-109,20010202,0.321
maize,US-18-095,20010202,0.245
maize,US-18-097,20010202,0.33
maize,US-18-119,20010202,0.349
maize,US-18-121,20010202,0.32
maize,US-18-133,20010202,0.316
maize,US-18-143,20010202,0.38
maize,US-18-171,20010202,0.221
maize,US-18-059,20010202,0.252
maize,US-18-173,20010202,0.338
maize,US-18-105,20010202,0.362
maize,US-18-117,20010202,0.359
maize,US-18-043,20010202,0.373
maize,US-18-005,20010202,0.27
maize,US-18-163,20010202,0.317
maize,US-18-165,20010202,0.273
maize,US-18-079,20010202,0.41
maize,US-18-093,20010202,0.357
maize,US-18-155,20010202,0.377
maize,US-18-107,20010202,0.251
maize,US-18-161,20010202,0.341
maize,US-18-047,20010202,0.359
maize,US-18-077,20010202,0.41
maize,US-18-019,20010202,0.377
maize,US-18-045,20010202,0.262
maize,US-18-063,20010202,0.304
maize,US-18-145,20010202,0.253
maize,US-18-153,20010202,0.314
maize,US-18-167,20010202,0.316
maize,US-18-025,20010202,0.381
maize,US-18-081,20010202,0.312
maize,US-18-013,20010202,0.379
maize,US-18-027,20010210,0.323
maize,US-18-061,20010210,0.4
maize,US-18-103,20010210,0.278
maize,US-18-129,20010210,0.371
maize,US-18-147,20010210,0.376
maize,US-18-067,20010210,0.269
maize,US-18-083,20010210,0.348
maize,US-18-159,20010210,0.235
maize,US-18-175,20010210,0.391
maize,US-18-071,20010210,0.36
maize,US-18-179,20010210,0.224
maize,US-18-007,20010210,0.236
maize,US-18-051,20010210,0.359
maize,US-18-123,20010210,0.418
maize,US-18-021,20010210,0.325
maize,US-18-125,20010210,0.373
maize,US-18-099,20010210,0.289
maize,US-18-101,20010210,0.374
maize,US-18-003,20010210,0.291
maize,US-18-037,20010210,0.408
maize,US-18-055,20010210,0.325
maize,US-18-075,20010210,0.271
maize,US-18-085,20010210,0.259
maize,US-18-091,20010210,0.243
maize,US-18-181,20010210,0.25
maize,US-18-017,20010210,0.248
maize,US-18-115,20010210,0.45
maize,US-18-119,20010210,0.407
maize,US-18-121,20010210,0.34
maize,US-18-133,20010210,0.32
maize,US-18-157,20010210,0.265
maize,US-18-111,20010210,0.261
maize,US-18-171,20010210,0.252
maize,US-18-177,20010210,0.25
maize,US-18-173,20010210,0.359
maize,US-18-069,20010210,0.249
maize,US-18-073,20010210,0.26
maize,US-18-029,20010210,0.376
maize,US-18-131,20010210,0.255
maize,US-18-105,20010210,0.365
maize,US-18-117,20010210,0.407
maize,US-18-137,20010210,0.392
maize,US-18-141,20010210,0.295
maize,US-18-149,20010210,0.27
maize,US-18-005,20010210,0.367
maize,US-18-015,20010210,0.244
maize,US-18-163,20010210,0.317
maize,US-18-165,20010210,0.285
maize,US-18-169,20010210,0.261
maize,US-18-001,20010210,0.225
maize,US-18-093,20010210,0.378
maize,US-18-089,20010210,0.261
maize,US-18-107,20010210,0.277
maize,US-18-161,20010210,0.244
maize,US-18-047,20010210,0.24
maize,US-18-049,20010210,0.248
maize,US-18-127,20010210,0.26
maize,US-18-019,20010210,0.388
maize,US-18-033,20010210,0.291
maize,US-18-039,20010210,0.254
maize,US-18-045,20010210,0.279
maize,US-18-023,20010210,0.236
maize,US-18-135,20010210,0.263
maize,US-18-153,20010210,0.317
maize,US-18-183,20010210,0.274
maize,US-18-167,20010210,0.359
maize,US-18-025,20010210,0.418
maize,US-18-013,20010210,0.397
maize,US-18-087,20010210,0.26
maize,US-18-113,20010210,0.285
maize,US-18-151,20010210,0.277
maize,US-18-027,20010218,0.316
maize,US-18-061,20010218,0.383
maize,US-18-103,20010218,0.273
maize,US-18-129,20010218,0.355
maize,US-18-147,20010218,0.368
maize,US-18-009,20010218,0.253
maize,US-18-035,20010218,0.266
maize,US-18-067,20010218,0.253
maize,US-18-083,20010218,0.304
maize,US-18-159,20010218,0.237
maize,US-18-175,20010218,0.368
maize,US-18-071,20010218,0.346
maize,US-18-179,20010218,0.243
maize,US-18-007,20010218,0.237
maize,US-18-051,20010218,0.324
maize,US-18-123,20010218,0.395
maize,US-18-021,20010218,0.309
maize,US-18-125,20010218,0.359
maize,US-18-053,20010218,0.249
maize,US-18-099,20010218,0.271
maize,US-18-101,20010218,0.371
maize,US-18-003,20010218,0.269
maize,US-18-031,20010218,0.293
maize,US-18-037,20010218,0.37
maize,US-18-041,20010218,0.3
maize,US-18-055,20010218,0.312
maize,US-18-065,20010218,0.264
maize,US-18-075,20010218,0.255
maize,US-18-085,20010218,0.274
maize,US-18-109,20010218,0.313
maize,US-18-181,20010218,0.249
maize,US-18-095,20010218,0.257
maize,US-18-097,20010218,0.303
maize,US-18-017,20010218,0.254
maize,US-18-115,20010218,0.388
maize,US-18-119,20010218,0.34
maize,US-18-121,20010218,0.308
maize,US-18-133,20010218,0.298
maize,US-18-157,20010218,0.267
maize,US-18-111,20010218,0.257
maize,US-18-143,20010218,0.371
maize,US-18-171,20010218,0.256
maize,US-18-177,20010218,0.286
maize,US-18-059,20010218,0.265
maize,US-18-173,20010218,0.347
maize,US-18-069,20010218,0.258
maize,US-18-073,20010218,0.257
maize,US-18-029,20010218,0.362
maize,US-18-131,20010218,0.237
maize,US-18-139,20010218,0.261
maize,US-18-105,20010218,0.362
maize,US-18-117,20010218,0.364
maize,US-18-137,20010218,0.345
maize,US-18-043,20010218,0.386
maize,US-18-141,20010218,0.261
maize,US-18-149,20010218,0.257
maize,US-18-005,20010218,0.315
maize,US-18-015,20010218,0.252
maize,US-18-163,20010218,0.386
maize,US-18-165,20010218,0.269
maize,US-18-169,20010218,0.275
maize,US-18-001,20010218,0.256
maize,US-18-079,20010218,0.358
maize,US-18-093,20010218,0.364
maize,US-18-155,20010218,0.38
maize,US-18-089,20010218,0.249
maize,US-18-107,20010218,0.261
maize,US-18-161,20010218,0.277
maize,US-18-047,20010218,0.31
maize,US-18-049,20010218,0.264
maize,US-18-057,20010218,0.263
maize,US-18-077,20010218,0.382
maize,US-18-127,20010218,0.227
maize,US-18-019,20010218,0.388
maize,US-18-033,20010218,0.282
maize,US-18-039,20010218,0.282
maize,US-18-045,20010218,0.272
maize,US-18-011,20010218,0.25
maize,US-18-023,20010218,0.243
maize,US-18-063,20010218,0.279
maize,US-18-145,20010218,0.271
maize,US-18-135,20010218,0.257
maize,US-18-153,20010218,0.309
maize,US-18-183,20010218,0.274
maize,US-18-167,20010218,0.316
maize,US-18-025,20010218,0.385
maize,US-18-081,20010218,0.287
maize,US-18-013,20010218,0.402
maize,US-18-087,20010218,0.265
maize,US-18-113,20010218,0.273
maize,US-18-151,20010218,0.271
maize,US-18-027,20010226,0.332
maize,US-18-061,20010226,0.393
maize,US-18-103,20010226,0.281
maize,US-18-129,20010226,0.363
maize,US-18-147,20010226,0.375
maize,US-18-009,20010226,0.269
maize,US-18-035,20010226,0.277
maize,US-18-067,20010226,0.262
maize,US-18-083,20010226,0.33
maize,US-18-159,20010226,0.245
maize,US-18-175,20010226,0.376
maize,US-18-071,20010226,0.355
maize,US-18-179,20010226,0.256
maize,US-18-007,20010226,0.256
maize,US-18-051,20010226,0.345
maize,US-18-123,20010226,0.412
maize,US-18-021,20010226,0.327
maize,US-18-125,20010226,0.366
maize,US-18-053,20010226,0.26
maize,US-18-099,20010226,0.292
maize,US-18-101,20010226,0.38
maize,US-18-003,20010226,0.275
maize,US-18-031,20010226,0.301
maize,US-18-037,20010226,0.389
maize,US-18-041,20010226,0.307
maize,US-18-055,20010226,0.326
maize,US-18-065,20010226,0.271
maize,US-18-075,20010226,0.264
maize,US-18-085,20010226,0.286
maize,US-18-091,20010226,0.284
maize,US-18-109,20010226,0.326
maize,US-18-181,20010226,0.267
maize,US-18-095,20010226,0.271
maize,US-18-097,20010226,0.321
maize,US-18-017,20010226,0.276
maize,US-18-115,20010226,0.394
maize,US-18-119,20010226,0.356
maize,US-18-121,20010226,0.33
maize,US-18-133,20010226,0.314
maize,US-18-157,20010226,0.282
maize,US-18-111,20010226,0.271
maize,US-18-143,20010226,0.381
maize,US-18-171,20010226,0.272
maize,US-18-177,20010226,0.293
maize,US-18-059,20010226,0.277
maize,US-18-173,20010226,0.357
maize,US-18-069,20010226,0.272
maize,US-18-073,20010226,0.273
maize,US-18-029,20010226,0.373
maize,US-18-131,20010226,0.273
maize,US-18-139,20010226,0.269
maize,US-18-105,20010226,0.378
maize,US-18-117,20010226,0.373
maize,US-18-137,20010226,0.356
maize,US-18-043,20010226,0.396
maize,US-18-141,20010226,0.285
maize,US-18-149,20010226,0.29
maize,US-18-005,20010226,0.325
maize,US-18-015,20010226,0.263
maize,US-18-163,20010226,0.326
maize,US-18-165,20010226,0.298
maize,US-18-169,20010226,0.28
maize,US-18-001,20010226,0.264
maize,US-18-079,20010226,0.368
maize,US-18-093,20010226,0.377
maize,US-18-155,20010226,0.392
maize,US-18-089,20010226,0.268
maize,US-18-107,20010226,0.281
maize,US-18-161,20010226,0.284
maize,US-18-047,20010226,0.325
maize,US-18-049,20010226,0.28
maize,US-18-057,20010226,0.272
maize,US-18-077,20010226,0.391
maize,US-18-127,20010226,0.283
maize,US-18-019,20010226,0.399
maize,US-18-033,20010226,0.281
maize,US-18-039,20010226,0.285
maize,US-18-045,20010226,0.293
maize,US-18-011,20010226,0.269
maize,US-18-023,20010226,0.259
maize,US-18-063,20010226,0.298
maize,US-18-145,20010226,0.283
maize,US-18-135,20010226,0.267
maize,US-18-153,20010226,0.33
maize,US-18-183,20010226,0.282
maize,US-18-167,20010226,0.336
maize,US-18-025,20010226,0.396
maize,US-18-081,20010226,0.298
maize,US-18-013,20010226,0.413
maize,US-18-087,20010226,0.286
maize,US-18-113,20010226,0.275
maize,US-18-151,20010226,0.272
maize,US-18-027,20010306,0.324
maize,US-18-061,20010306,0.393
maize,US-18-103,20010306,0.267
maize,US-18-129,20010306,0.364
maize,US-18-147,20010306,0.375
maize,US-18-009,20010306,0.252
maize,US-18-035,20010306,0.266
maize,US-18-067,20010306,0.246
maize,US-18-083,20010306,0.331
maize,US-18-159,20010306,0.232
maize,US-18-175,20010306,0.377
maize,US-18-071,20010306,0.354
maize,US-18-179,20010306,0.241
maize,US-18-007,20010306,0.238
maize,US-18-051,20010306,0.341
maize,US-18-123,20010306,0.409
maize,US-18-021,20010306,0.307
maize,US-18-125,20010306,0.364
maize,US-18-053,20010306,0.243
maize,US-18-099,20010306,0.277
maize,US-18-101,20010306,0.378
maize,US-18-003,20010306,0.264
maize,US-18-031,20010306,0.291
maize,US-18-037,20010306,0.391
maize,US-18-041,20010306,0.295
maize,US-18-055,20010306,0.314
maize,US-18-065,20010306,0.26
maize,US-18-075,20010306,0.251
maize,US-18-085,20010306,0.271
maize,US-18-091,20010306,0.269
maize,US-18-109,20010306,0.318
maize,US-18-181,20010306,0.252
maize,US-18-095,20010306,0.258
maize,US-18-097,20010306,0.315
maize,US-18-017,20010306,0.261
maize,US-18-115,20010306,0.396
maize,US-18-119,20010306,0.344
maize,US-18-121,20010306,0.313
maize,US-18-133,20010306,0.301
maize,US-18-157,20010306,0.266
maize,US-18-111,20010306,0.258
maize,US-18-143,20010306,0.381
maize,US-18-171,20010306,0.257
maize,US-18-177,20010306,0.282
maize,US-18-059,20010306,0.262
maize,US-18-173,20010306,0.352
maize,US-18-069,20010306,0.258
maize,US-18-073,20010306,0.259
maize,US-18-029,20010306,0.371
maize,US-18-131,20010306,0.257
maize,US-18-139,20010306,0.254
maize,US-18-105,20010306,0.37
maize,US-18-117,20010306,0.379
maize,US-18-137,20010306,0.351
maize,US-18-043,20010306,0.396
maize,US-18-141,20010306,0.275
maize,US-18-149,20010306,0.274
maize,US-18-005,20010306,0.32
maize,US-18-015,20010306,0.248
maize,US-18-163,20010306,0.323
maize,US-18-165,20010306,0.281
maize,US-18-169,20010306,0.266
maize,US-18-001,20010306,0.252
maize,US-18-079,20010306,0.363
maize,US-18-093,20010306,0.378
maize,US-18-155,20010306,0.387
maize,US-18-089,20010306,0.254
maize,US-18-107,20010306,0.259
maize,US-18-161,20010306,0.272
maize,US-18-047,20010306,0.316
maize,US-18-049,20010306,0.268
maize,US-18-057,20010306,0.258
maize,US-18-077,20010306,0.389
maize,US-18-127,20010306,0.268
maize,US-18-019,20010306,0.397
maize,US-18-033,20010306,0.278
maize,US-18-039,20010306,0.28
maize,US-18-045,20010306,0.274
maize,US-18-011,20010306,0.247
maize,US-18-023,20010306,0.243
maize,US-18-063,20010306,0.283
maize,US-18-145,20010306,0.273
maize,US-18-135,20010306,0.252
maize,US-18-153,20010306,0.312
maize,US-18-183,20010306,0.273
maize,US-18-167,20010306,0.32
maize,US-18-025,20010306,0.394
maize,US-18-081,20010306,0.292
maize,US-18-013,20010306,0.403
maize,US-18-087,20010306,0.289
maize,US-18-113,20010306,0.274
maize,US-18-151,20010306,0.271
maize,US-18-027,20010314,0.341
maize,US-18-061,20010314,0.4
maize,US-18-103,20010314,0.271
maize,US-18-129,20010314,0.384
maize,US-18-147,20010314,0.385
maize,US-18-009,20010314,0.262
maize,US-18-035,20010314,0.272
maize,US-18-067,20010314,0.25
maize,US-18-083,20010314,0.342
maize,US-18-159,20010314,0.234
maize,US-18-175,20010314,0.386
maize,US-18-071,20010314,0.368
maize,US-18-179,20010314,0.245
maize,US-18-007,20010314,0.244
maize,US-18-051,20010314,0.357
maize,US-18-123,20010314,0.414
maize,US-18-021,20010314,0.321
maize,US-18-125,20010314,0.375
maize,US-18-053,20010314,0.252
maize,US-18-099,20010314,0.288
maize,US-18-101,20010314,0.386
maize,US-18-003,20010314,0.272
maize,US-18-031,20010314,0.301
maize,US-18-037,20010314,0.404
maize,US-18-041,20010314,0.308
maize,US-18-055,20010314,0.325
maize,US-18-065,20010314,0.267
maize,US-18-075,20010314,0.25
maize,US-18-085,20010314,0.282
maize,US-18-091,20010314,0.287
maize,US-18-109,20010314,0.321
maize,US-18-181,20010314,0.259
maize,US-18-095,20010314,0.269
maize,US-18-097,20010314,0.32
maize,US-18-017,20010314,0.268
maize,US-18-115,20010314,0.398
maize,US-18-119,20010314,0.353
maize,US-18-121,20010314,0.327
maize,US-18-133,20010314,0.309
maize,US-18-157,20010314,0.278
maize,US-18-111,20010314,0.264
maize,US-18-143,20010314,0.387
maize,US-18-171,20010314,0.265
maize,US-18-177,20010314,0.296
maize,US-18-059,20010314,0.273
maize,US-18-173,20010314,0.367
maize,US-18-069,20010314,0.26
maize,US-18-073,20010314,0.264
maize,US-18-029,20010314,0.377
maize,US-18-131,20010314,0.263
maize,US-18-139,20010314,0.265
maize,US-18-105,20010314,0.379
maize,US-18-117,20010314,0.387
maize,US-18-137,20010314,0.356
maize,US-18-043,20010314,0.406
maize,US-18-141,20010314,0.291
maize,US-18-149,20010314,0.285
maize,US-18-005,20010314,0.33
maize,US-18-015,20010314,0.254
maize,US-18-163,20010314,0.346
maize,US-18-165,20010314,0.296
maize,US-18-169,20010314,0.274
maize,US-18-001,20010314,0.257
maize,US-18-079,20010314,0.372
maize,US-18-093,20010314,0.385
maize,US-18-155,20010314,0.39
maize,US-18-089,20010314,0.265
maize,US-18-107,20010314,0.27
maize,US-18-161,20010314,0.287
maize,US-18-047,20010314,0.325
maize,US-18-049,20010314,0.273
maize,US-18-057,20010314,0.264
maize,US-18-077,20010314,0.395
maize,US-18-127,20010314,0.278
maize,US-18-019,20010314,0.404
maize,US-18-033,20010314,0.284
maize,US-18-039,20010314,0.297
maize,US-18-045,20010314,0.287
maize,US-18-011,20010314,0.256
maize,US-18-023,20010314,0.248
maize,US-18-063,20010314,0.289
maize,US-18-145,20010314,0.28
maize,US-18-135,20010314,0.26
maize,US-18-153,20010314,0.329
maize,US-18-183,20010314,0.28
maize,US-18-167,20010314,0.336
maize,US-18-025,20010314,0.399
maize,US-18-081,20010314,0.293
maize,US-18-013,20010314,0.406
maize,US-18-087,20010314,0.3
maize,US-18-113,20010314,0.285
maize,US-18-151,20010314,0.279
maize,US-18-027,20010322,0.37
maize,US-18-061,20010322,0.414
maize,US-18-103,20010322,0.267
maize,US-18-129,20010322,0.404
maize,US-18-147,20010322,0.405
maize,US-18-009,20010322,0.244
maize,US-18-035,20010322,0.263
maize,US-18-067,20010322,0.218
maize,US-18-083,20010322,0.349
maize,US-18-159,20010322,0.225
maize,US-18-175,20010322,0.404
maize,US-18-071,20010322,0.376
maize,US-18-179,20010322,0.224
maize,US-18-007,20010322,0.24
maize,US-18-051,20010322,0.382
maize,US-18-123,20010322,0.408
maize,US-18-021,20010322,0.326
maize,US-18-125,20010322,0.391
maize,US-18-053,20010322,0.231
maize,US-18-099,20010322,0.292
maize,US-18-101,20010322,0.391
maize,US-18-003,20010322,0.254
maize,US-18-031,20010322,0.303
maize,US-18-037,20010322,0.426
maize,US-18-041,20010322,0.312
maize,US-18-055,20010322,0.342
maize,US-18-065,20010322,0.257
maize,US-18-075,20010322,0.237
maize,US-18-085,20010322,0.269
maize,US-18-091,20010322,0.291
maize,US-18-109,20010322,0.325
maize,US-18-181,20010322,0.242
maize,US-18-095,20010322,0.263
maize,US-18-097,20010322,0.34
maize,US-18-017,20010322,0.248
maize,US-18-115,20010322,0.405
maize,US-18-119,20010322,0.362
maize,US-18-121,20010322,0.338
maize,US-18-133,20010322,0.323
maize,US-18-157,20010322,0.279
maize,US-18-111,20010322,0.263
maize,US-18-143,20010322,0.405
maize,US-18-171,20010322,0.265
maize,US-18-177,20010322,0.298
maize,US-18-059,20010322,0.269
maize,US-18-173,20010322,0.385
maize,US-18-069,20010322,0.242
maize,US-18-073,20010322,0.261
maize,US-18-029,20010322,0.384
maize,US-18-131,20010322,0.253
maize,US-18-139,20010322,0.256
maize,US-18-105,20010322,0.386
maize,US-18-117,20010322,0.42
maize,US-18-137,20010322,0.367
maize,US-18-043,20010322,0.417
maize,US-18-141,20010322,0.302
maize,US-18-149,20010322,0.287
maize,US-18-005,20010322,0.338
maize,US-18-015,20010322,0.254
maize,US-18-163,20010322,0.34
maize,US-18-165,20010322,0.295
maize,US-18-169,20010322,0.277
maize,US-18-001,20010322,0.239
maize,US-18-079,20010322,0.38
maize,US-18-093,20010322,0.401
maize,US-18-155,20010322,0.402
maize,US-18-089,20010322,0.266
maize,US-18-107,20010322,0.267
maize,US-18-161,20010322,0.289
maize,US-18-047,20010322,0.33
maize,US-18-049,20010322,0.287
maize,US-18-057,20010322,0.263
maize,US-18-077,20010322,0.409
maize,US-18-127,20010322,0.276
maize,US-18-019,20010322,0.426
maize,US-18-033,20010322,0.274
maize,US-18-039,20010322,0.289
maize,US-18-045,20010322,0.289
maize,US-18-011,20010322,0.254
maize,US-18-023,20010322,0.249
maize,US-18-063,20010322,0.3
maize,US-18-145,20010322,0.288
maize,US-18-135,20010322,0.245
maize,US-18-153,20010322,0.341
maize,US-18-183,20010322,0.274
maize,US-18-167,20010322,0.345
maize,US-18-025,20010322,0.409
maize,US-18-081,20010322,0.31
maize,US-18-013,20010322,0.41
maize,US-18-087,20010322,0.298
maize,US-18-113,20010322,0.277
maize,US-18-151,20010322,0.272
maize,US-18-027,20010330,0.37
maize,US-18-061,20010330,0.461
maize,US-18-103,20010330,0.275
maize,US-18-129,20010330,0.433
maize,US-18-147,20010330,0.434
maize,US-18-009,20010330,0.257
maize,US-18-035,20010330,0.277
maize,US-18-067,20010330,0.249
maize,US-18-083,20010330,0.362
maize,US-18-159,20010330,0.231
maize,US-18-175,20010330,0.434
maize,US-18-071,20010330,0.394
maize,US-18-179,20010330,0.237
maize,US-18-007,20010330,0.243
maize,US-18-051,20010330,0.402
maize,US-18-123,20010330,0.455
maize,US-18-021,20010330,0.318
maize,US-18-125,20010330,0.416
maize,US-18-053,20010330,0.247
maize,US-18-099,20010330,0.302
maize,US-18-101,20010330,0.417
maize,US-18-003,20010330,0.271
maize,US-18-031,20010330,0.312
maize,US-18-037,20010330,0.463
maize,US-18-041,20010330,0.322
maize,US-18-055,20010330,0.331
maize,US-18-065,20010330,0.271
maize,US-18-075,20010330,0.254
maize,US-18-085,20010330,0.287
maize,US-18-091,20010330,0.294
maize,US-18-109,20010330,0.334
maize,US-18-181,20010330,0.261
maize,US-18-095,20010330,0.268
maize,US-18-097,20010330,0.352
maize,US-18-017,20010330,0.273
maize,US-18-115,20010330,0.421
maize,US-18-119,20010330,0.375
maize,US-18-121,20010330,0.338
maize,US-18-133,20010330,0.332
maize,US-18-157,20010330,0.287
maize,US-18-111,20010330,0.27
maize,US-18-143,20010330,0.438
maize,US-18-171,20010330,0.264
maize,US-18-177,20010330,0.303
maize,US-18-059,20010330,0.274
maize,US-18-173,20010330,0.399
maize,US-18-069,20010330,0.26
maize,US-18-073,20010330,0.266
maize,US-18-029,20010330,0.39
maize,US-18-131,20010330,0.265
maize,US-18-139,20010330,0.268
maize,US-18-105,20010330,0.406
maize,US-18-117,20010330,0.432
maize,US-18-137,20010330,0.37
maize,US-18-043,20010330,0.465
maize,US-18-141,20010330,0.303
maize,US-18-149,20010330,0.29
maize,US-18-005,20010330,0.344
maize,US-18-015,20010330,0.263
maize,US-18-163,20010330,0.429
maize,US-18-165,20010330,0.297
maize,US-18-169,20010330,0.273
maize,US-18-001,20010330,0.255
maize,US-18-079,20010330,0.39
maize,US-18-093,20010330,0.42
maize,US-18-155,20010330,0.415
maize,US-18-089,20010330,0.27
maize,US-18-107,20010330,0.274
maize,US-18-161,20010330,0.298
maize,US-18-047,20010330,0.335
maize,US-18-049,20010330,0.28
maize,US-18-057,20010330,0.265
maize,US-18-077,20010330,0.434
maize,US-18-127,20010330,0.281
maize,US-18-019,20010330,0.469
maize,US-18-033,20010330,0.285
maize,US-18-039,20010330,0.304
maize,US-18-045,20010330,0.292
maize,US-18-011,20010330,0.256
maize,US-18-023,20010330,0.25
maize,US-18-063,20010330,0.3
maize,US-18-145,20010330,0.295
maize,US-18-135,20010330,0.26
maize,US-18-153,20010330,0.34
maize,US-18-183,20010330,0.283
maize,US-18-167,20010330,0.342
maize,US-18-025,20010330,0.428
maize,US-18-081,20010330,0.316
maize,US-18-013,20010330,0.414
maize,US-18-087,20010330,0.306
maize,US-18-113,20010330,0.286
maize,US-18-151,20010330,0.283
maize,US-18-027,20010407,0.405
maize,US-18-061,20010407,0.573
maize,US-18-103,20010407,0.315
maize,US-18-129,20010407,0.471
maize,US-18-147,20010407,0.518
maize,US-18-009,20010407,0.296
maize,US-18-035,20010407,0.349
maize,US-18-067,20010407,0.278
maize,US-18-083,20010407,0.387
maize,US-18-159,20010407,0.266
maize,US-18-175,20010407,0.532
maize,US-18-071,20010407,0.473
maize,US-18-179,20010407,0.252
maize,US-18-007,20010407,0.29
maize,US-18-051,20010407,0.421
maize,US-18-123,20010407,0.578
maize,US-18-021,20010407,0.404
maize,US-18-125,20010407,0.504
maize,US-18-053,20010407,0.275
maize,US-18-099,20010407,0.389
maize,US-18-101,20010407,0.505
maize,US-18-003,20010407,0.328
maize,US-18-031,20010407,0.393
maize,US-18-037,20010407,0.543
maize,US-18-041,20010407,0.412
maize,US-18-055,20010407,0.411
maize,US-18-065,20010407,0.351
maize,US-18-075,20010407,0.314
maize,US-18-085,20010407,0.349
maize,US-18-091,20010407,0.362
maize,US-18-109,20010407,0.424
maize,US-18-181,20010407,0.301
maize,US-18-095,20010407,0.332
maize,US-18-097,20010407,0.43
maize,US-18-017,20010407,0.309
maize,US-18-115,20010407,0.558
maize,US-18-119,20010407,0.495
maize,US-18-121,20010407,0.431
maize,US-18-133,20010407,0.423
