crop_name,adm_id,date,fpar
maize,US-18-015,20010111,9.43
maize,US-18-163,20010111,22.754
maize,US-18-165,20010111,14.498
maize,US-18-169,20010111,10.669
maize,US-18-001,20010111,10.739
maize,US-18-079,20010111,23.146
maize,US-18-093,20010111,28.736
maize,US-18-155,20010111,26.166
maize,US-18-089,20010111,8.718
maize,US-18-107,20010111,11.436
maize,US-18-161,20010111,17.12
maize,US-18-047,20010111,21.09
maize,US-18-049,20010111,9.781
maize,US-18-057,20010111,12.021
maize,US-18-077,20010111,25.575
maize,US-18-127,20010111,10.141
maize,US-18-019,20010111,29.314
maize,US-18-033,20010111,14.463
maize,US-18-039,20010111,12.375
maize,US-18-045,20010111,13.161
maize,US-18-011,20010111,9.849
maize,US-18-023,20010111,8.452
maize,US-18-063,20010111,15.273
maize,US-18-145,20010111,17.65
maize,US-18-135,20010111,10.811
maize,US-18-153,20010111,22.235
maize,US-18-183,20010111,11.242
maize,US-18-167,20010111,21.561
maize,US-18-025,20010111,30.597
maize,US-18-081,20010111,19.301
maize,US-18-013,20010111,33.462
maize,US-18-087,20010111,12.814
maize,US-18-113,20010111,12.627
maize,US-18-151,20010111,11.687
maize,US-18-027,20010121,22.891
maize,US-18-061,20010121,26.411
maize,US-18-103,20010121,10.645
maize,US-18-129,20010121,26.647
maize,US-18-147,20010121,26.489
maize,US-18-009,20010121,10.266
maize,US-18-035,20010121,11.819
maize,US-18-067,20010121,9.502
maize,US-18-083,20010121,22.582
maize,US-18-159,20010121,9.015
maize,US-18-175,20010121,26.163
maize,US-18-071,20010121,24.304
maize,US-18-179,20010121,9.007
maize,US-18-007,20010121,8.778
maize,US-18-051,20010121,25.051
maize,US-18-123,20010121,29.193
maize,US-18-021,20010121,20.593
maize,US-18-125,20010121,26.748
maize,US-18-053,20010121,9.033
maize,US-18-099,20010121,11.329
maize,US-18-101,20010121,28.288
maize,US-18-003,20010121,12.503
maize,US-18-031,20010121,18.5
maize,US-18-037,20010121,30.054
maize,US-18-041,20010121,19.601
maize,US-18-055,20010121,21.613
maize,US-18-065,20010121,13.038
maize,US-18-075,20010121,10.787
maize,US-18-085,20010121,10.552
maize,US-18-091,20010121,9.632
maize,US-18-109,20010121,21.254
maize,US-18-181,20010121,10.147
maize,US-18-095,20010121,11.739
maize,US-18-097,20010121,20.091
maize,US-18-017,20010121,10.758
maize,US-18-115,20010121,24.651
maize,US-18-119,20010121,26.339
maize,US-18-121,20010121,19.79
maize,US-18-133,20010121,19.063
maize,US-18-157,20010121,10.743
maize,US-18-111,20010121,10.07
maize,US-18-143,20010121,26.432
maize,US-18-171,20010121,10.773
maize,US-18-177,20010121,16.908
maize,US-18-059,20010121,14.558
maize,US-18-173,20010121,26.377
maize,US-18-069,20010121,9.032
maize,US-18-073,20010121,10.267
maize,US-18-029,20010121,23.973
maize,US-18-131,20010121,10.045
maize,US-18-139,20010121,15.501
maize,US-18-105,20010121,29.295
maize,US-18-117,20010121,26.667
maize,US-18-137,20010121,20.656
maize,US-18-043,20010121,26.457
maize,US-18-141,20010121,9.536
maize,US-18-149,20010121,9.829
maize,US-18-005,20010121,23.216
maize,US-18-015,20010121,10.019
maize,US-18-163,20010121,22.804
maize,US-18-165,20010121,14.724
maize,US-18-169,20010121,10.496
maize,US-18-001,20010121,10.705
maize,US-18-079,20010121,23.38
maize,US-18-093,20010121,28.306
maize,US-18-155,20010121,25.394
maize,US-18-089,20010121,9.038
maize,US-18-107,20010121,11.543
maize,US-18-161,20010121,16.966
maize,US-18-047,20010121,20.732
maize,US-18-049,20010121,9.954
maize,US-18-057,20010121,12.002
maize,US-18-077,20010121,25.272
maize,US-18-127,20010121,10.265
maize,US-18-019,20010121,29.119
maize,US-18-033,20010121,14.041
maize,US-18-039,20010121,11.467
maize,US-18-045,20010121,13.318
maize,US-18-011,20010121,10.064
maize,US-18-023,20010121,8.995
maize,US-18-063,20010121,15.148
maize,US-18-145,20010121,17.677
maize,US-18-135,20010121,11.066
maize,US-18-153,20010121,22.455
maize,US-18-183,20010121,10.9
maize,US-18-167,20010121,21.663
maize,US-18-025,20010121,31.09
maize,US-18-081,20010121,18.992
maize,US-18-013,20010121,33.637
maize,US-18-087,20010121,11.879
maize,US-18-113,20010121,11.941
maize,US-18-151,20010121,11.125
maize,US-18-027,20010201,23.547
maize,US-18-061,20010201,27.295
maize,US-18-103,20010201,11.328
maize,US-18-129,20010201,27.212
maize,US-18-147,20010201,27.008
maize,US-18-009,20010201,11.115
maize,US-18-035,20010201,12.634
maize,US-18-067,20010201,10.501
maize,US-18-083,20010201,23.214
maize,US-18-159,20010201,9.915
maize,US-18-175,20010201,26.812
maize,US-18-071,20010201,24.878
maize,US-18-179,20010201,9.956
maize,US-18-007,20010201,9.67
maize,US-18-051,20010201,25.562
maize,US-18-123,20010201,30.083
maize,US-18-021,20010201,20.955
maize,US-18-125,20010201,27.062
maize,US-18-053,20010201,9.933
maize,US-18-099,20010201,11.753
maize,US-18-101,20010201,28.675
maize,US-18-003,20010201,13.063
maize,US-18-031,20010201,18.793
maize,US-18-037,20010201,30.724
maize,US-18-041,20010201,19.223
maize,US-18-055,20010201,21.987
maize,US-18-065,20010201,13.243
maize,US-18-075,20010201,11.496
maize,US-18-085,20010201,10.649
maize,US-18-091,20010201,10.002
maize,US-18-109,20010201,21.416
maize,US-18-181,20010201,10.875
maize,US-18-095,20010201,12.28
maize,US-18-097,20010201,20.195
maize,US-18-017,20010201,11.497
maize,US-18-115,20010201,24.227
maize,US-18-119,20010201,26.218
maize,US-18-121,20010201,20.081
maize,US-18-133,20010201,19.274
maize,US-18-157,20010201,11.566
maize,US-18-111,20010201,10.991
maize,US-18-143,20010201,26.904
maize,US-18-171,20010201,11.482
maize,US-18-177,20010201,16.689
maize,US-18-059,20010201,14.708
maize,US-18-173,20010201,26.626
maize,US-18-069,20010201,9.906
maize,US-18-073,20010201,11.008
maize,US-18-029,20010201,23.497
maize,US-18-131,20010201,10.718
maize,US-18-139,20010201,15.478
maize,US-18-105,20010201,29.009
maize,US-18-117,20010201,26.944
maize,US-18-137,20010201,21.199
maize,US-18-043,20010201,26.985
maize,US-18-141,20010201,10.115
maize,US-18-149,20010201,10.602
maize,US-18-005,20010201,23.393
maize,US-18-015,20010201,10.939
maize,US-18-163,20010201,23.205
maize,US-18-165,20010201,15.075
maize,US-18-169,20010201,11.045
maize,US-18-001,20010201,11.146
maize,US-18-079,20010201,24.023
maize,US-18-093,20010201,28.085
maize,US-18-155,20010201,24.945
maize,US-18-089,20010201,9.616
maize,US-18-107,20010201,12.265
maize,US-18-161,20010201,16.922
maize,US-18-047,20010201,20.489
maize,US-18-049,20010201,10.649
maize,US-18-057,20010201,12.563
maize,US-18-077,20010201,25.743
maize,US-18-127,20010201,10.548
maize,US-18-019,20010201,29.385
maize,US-18-033,20010201,13.909
maize,US-18-039,20010201,11.547
maize,US-18-045,20010201,13.878
maize,US-18-011,20010201,10.954
maize,US-18-023,20010201,10.022
maize,US-18-063,20010201,15.764
maize,US-18-145,20010201,17.888
maize,US-18-135,20010201,11.67
maize,US-18-153,20010201,22.777
maize,US-18-183,20010201,11.134
maize,US-18-167,20010201,21.981
maize,US-18-025,20010201,31.768
maize,US-18-081,20010201,19.039
maize,US-18-013,20010201,33.723
maize,US-18-087,20010201,11.68
maize,US-18-113,20010201,11.522
maize,US-18-151,20010201,10.797
maize,US-18-027,20010211,24.668
maize,US-18-061,20010211,28.688
maize,US-18-103,20010211,12.919
maize,US-18-129,20010211,28.249
maize,US-18-147,20010211,28.212
maize,US-18-009,20010211,12.686
maize,US-18-035,20010211,14.245
maize,US-18-067,20010211,11.974
maize,US-18-083,20010211,24.259
maize,US-18-159,20010211,11.109
maize,US-18-175,20010211,28.142
maize,US-18-071,20010211,26.223
maize,US-18-179,20010211,11.37
maize,US-18-007,20010211,10.934
maize,US-18-051,20010211,26.541
maize,US-18-123,20010211,31.242
maize,US-18-021,20010211,21.868
maize,US-18-125,20010211,27.86
maize,US-18-053,20010211,11.468
maize,US-18-099,20010211,13.818
maize,US-18-101,20010211,29.488
maize,US-18-003,20010211,14.403
maize,US-18-031,20010211,19.659
maize,US-18-037,20010211,31.993
maize,US-18-041,20010211,19.94
maize,US-18-055,20010211,22.812
maize,US-18-065,20010211,14.524
maize,US-18-075,20010211,12.869
maize,US-18-085,20010211,12.497
maize,US-18-091,20010211,12.041
maize,US-18-109,20010211,21.914
maize,US-18-181,20010211,12.274
maize,US-18-095,20010211,13.56
maize,US-18-097,20010211,21.001
maize,US-18-017,20010211,13.169
maize,US-18-115,20010211,24.705
maize,US-18-119,20010211,26.41
maize,US-18-121,20010211,20.914
maize,US-18-133,20010211,20.073
maize,US-18-157,20010211,13.262
maize,US-18-111,20010211,12.867
maize,US-18-143,20010211,28.169
maize,US-18-171,20010211,12.837
maize,US-18-177,20010211,17.557
maize,US-18-059,20010211,15.852
maize,US-18-173,20010211,27.287
maize,US-18-069,20010211,11.694
maize,US-18-073,20010211,12.834
maize,US-18-029,20010211,24.337
maize,US-18-131,20010211,12.695
maize,US-18-139,20010211,16.264
maize,US-18-105,20010211,29.174
maize,US-18-117,20010211,28.061
maize,US-18-137,20010211,22.783
maize,US-18-043,20010211,27.884
maize,US-18-141,20010211,12.657
maize,US-18-149,20010211,12.632
maize,US-18-005,20010211,23.964
maize,US-18-015,20010211,12.507
maize,US-18-163,20010211,23.986
maize,US-18-165,20010211,16.102
maize,US-18-169,20010211,12.745
maize,US-18-001,20010211,12.388
maize,US-18-079,20010211,25.461
maize,US-18-093,20010211,28.627
maize,US-18-155,20010211,25.869
maize,US-18-089,20010211,11.263
maize,US-18-107,20010211,13.888
maize,US-18-161,20010211,17.62
maize,US-18-047,20010211,21.228
maize,US-18-049,20010211,12.48
maize,US-18-057,20010211,13.75
maize,US-18-077,20010211,27.33
maize,US-18-127,20010211,12.429
maize,US-18-019,20010211,30.42
maize,US-18-033,20010211,15.392
maize,US-18-039,20010211,13.605
maize,US-18-045,20010211,15.239
maize,US-18-011,20010211,12.391
maize,US-18-023,20010211,11.578
maize,US-18-063,20010211,16.968
maize,US-18-145,20010211,18.455
maize,US-18-135,20010211,12.982
maize,US-18-153,20010211,23.579
maize,US-18-183,20010211,12.894
maize,US-18-167,20010211,22.805
maize,US-18-025,20010211,32.535
maize,US-18-081,20010211,19.506
maize,US-18-013,20010211,33.822
maize,US-18-087,20010211,13.577
maize,US-18-113,20010211,13.092
maize,US-18-151,20010211,12.491
maize,US-18-027,20010221,25.912
maize,US-18-061,20010221,30.501
maize,US-18-103,20010221,15.079
maize,US-18-129,20010221,29.543
maize,US-18-147,20010221,29.881
maize,US-18-009,20010221,14.534
maize,US-18-035,20010221,16.204
maize,US-18-067,20010221,13.71
maize,US-18-083,20010221,25.405
maize,US-18-159,20010221,12.561
maize,US-18-175,20010221,29.979
maize,US-18-071,20010221,27.818
maize,US-18-179,20010221,12.98
maize,US-18-007,20010221,12.368
maize,US-18-051,20010221,27.667
maize,US-18-123,20010221,32.655
maize,US-18-021,20010221,22.908
maize,US-18-125,20010221,29.009
maize,US-18-053,20010221,13.38
maize,US-18-099,20010221,16.328
maize,US-18-101,20010221,30.575
maize,US-18-003,20010221,16.036
maize,US-18-031,20010221,20.882
maize,US-18-037,20010221,33.662
maize,US-18-041,20010221,21.061
maize,US-18-055,20010221,23.805
maize,US-18-065,20010221,16.212
maize,US-18-075,20010221,14.663
maize,US-18-085,20010221,14.903
maize,US-18-091,20010221,14.318
maize,US-18-109,20010221,22.757
maize,US-18-181,20010221,13.841
maize,US-18-095,20010221,15.26
maize,US-18-097,20010221,22.211
maize,US-18-017,20010221,15.211
maize,US-18-115,20010221,25.815
maize,US-18-119,20010221,26.953
maize,US-18-121,20010221,22.077
maize,US-18-133,20010221,21.271
maize,US-18-157,20010221,15.233
maize,US-18-111,20010221,14.674
maize,US-18-143,20010221,29.959
maize,US-18-171,20010221,14.467
maize,US-18-177,20010221,18.924
maize,US-18-059,20010221,17.285
maize,US-18-173,20010221,28.319
maize,US-18-069,20010221,13.81
maize,US-18-073,20010221,14.683
maize,US-18-029,20010221,25.828
maize,US-18-131,20010221,14.856
maize,US-18-139,20010221,17.436
maize,US-18-105,20010221,29.763
maize,US-18-117,20010221,29.513
maize,US-18-137,20010221,24.866
maize,US-18-043,20010221,29.331
maize,US-18-141,20010221,14.908
maize,US-18-149,20010221,14.84
maize,US-18-005,20010221,24.878
maize,US-18-015,20010221,14.287
maize,US-18-163,20010221,24.855
maize,US-18-165,20010221,17.415
maize,US-18-169,20010221,14.998
maize,US-18-001,20010221,14.047
maize,US-18-079,20010221,27.262
maize,US-18-093,20010221,29.636
maize,US-18-155,20010221,27.525
maize,US-18-089,20010221,12.945
maize,US-18-107,20010221,15.843
maize,US-18-161,20010221,18.561
maize,US-18-047,20010221,22.338
maize,US-18-049,20010221,14.941
maize,US-18-057,20010221,15.449
maize,US-18-077,20010221,29.557
maize,US-18-127,20010221,14.511
maize,US-18-019,20010221,32.179
maize,US-18-033,20010221,17.136
maize,US-18-039,20010221,15.948
maize,US-18-045,20010221,16.938
maize,US-18-011,20010221,14.236
maize,US-18-023,20010221,13.325
maize,US-18-063,20010221,18.592
maize,US-18-145,20010221,19.433
maize,US-18-135,20010221,14.609
maize,US-18-153,20010221,24.394
maize,US-18-183,20010221,15.17
maize,US-18-167,20010221,23.863
maize,US-18-025,20010221,33.385
maize,US-18-081,20010221,20.292
maize,US-18-013,20010221,34.147
maize,US-18-087,20010221,16.106
maize,US-18-113,20010221,15.112
maize,US-18-151,20010221,14.677
maize,US-18-027,20010301,26.81
maize,US-18-061,20010301,32.298
maize,US-18-103,20010301,16.818
maize,US-18-129,20010301,30.812
maize,US-18-147,20010301,31.47
maize,US-18-009,20010301,15.733
maize,US-18-035,20010301,17.59
maize,US-18-067,20010301,15.05
maize,US-18-083,20010301,26.251
maize,US-18-159,20010301,13.694
maize,US-18-175,20010301,31.699
maize,US-18-071,20010301,29.127
maize,US-18-179,20010301,14.12
maize,US-18-007,20010301,13.501
maize,US-18-051,20010301,28.72
maize,US-18-123,20010301,34.191
maize,US-18-021,20010301,23.695
maize,US-18-125,20010301,30.113
maize,US-18-053,20010301,14.737
maize,US-18-099,20010301,18.532
maize,US-18-101,20010301,31.486
maize,US-18-003,20010301,17.345
maize,US-18-031,20010301,21.879
maize,US-18-037,20010301,35.208
maize,US-18-041,20010301,22.056
maize,US-18-055,20010301,24.598
maize,US-18-065,20010301,17.487
maize,US-18-075,20010301,15.896
maize,US-18-085,20010301,17.048
maize,US-18-091,20010301,16.391
maize,US-18-109,20010301,23.488
maize,US-18-181,20010301,14.99
maize,US-18-095,20010301,16.614
maize,US-18-097,20010301,23.255
maize,US-18-017,20010301,16.76
maize,US-18-115,20010301,27.2
maize,US-18-119,20010301,27.593
maize,US-18-121,20010301,23.057
maize,US-18-133,20010301,22.409
maize,US-18-157,20010301,16.793
maize,US-18-111,20010301,15.946
maize,US-18-143,20010301,31.596
maize,US-18-171,20010301,15.667
maize,US-18-177,20010301,20.082
maize,US-18-059,20010301,18.4
maize,US-18-173,20010301,29.451
maize,US-18-069,20010301,15.444
maize,US-18-073,20010301,15.949
maize,US-18-029,20010301,27.235
maize,US-18-131,20010301,16.323
maize,US-18-139,20010301,18.407
maize,US-18-105,20010301,30.565
maize,US-18-117,20010301,30.802
maize,US-18-137,20010301,26.445
maize,US-18-043,20010301,31.012
maize,US-18-141,20010301,17.022
maize,US-18-149,20010301,16.557
maize,US-18-005,20010301,25.619
maize,US-18-015,20010301,15.621
maize,US-18-163,20010301,25.734
maize,US-18-165,20010301,18.492
maize,US-18-169,20010301,16.791
maize,US-18-001,20010301,15.366
maize,US-18-079,20010301,28.69
maize,US-18-093,20010301,30.87
maize,US-18-155,20010301,29.097
maize,US-18-089,20010301,14.272
maize,US-18-107,20010301,17.34
maize,US-18-161,20010301,19.412
maize,US-18-047,20010301,23.319
maize,US-18-049,20010301,16.8
maize,US-18-057,20010301,16.792
maize,US-18-077,20010301,31.403
maize,US-18-127,20010301,16.194
maize,US-18-019,20010301,33.842
maize,US-18-033,20010301,18.463
maize,US-18-039,20010301,18.277
maize,US-18-045,20010301,18.209
maize,US-18-011,20010301,15.629
maize,US-18-023,20010301,14.675
maize,US-18-063,20010301,19.933
maize,US-18-145,20010301,20.283
maize,US-18-135,20010301,15.828
maize,US-18-153,20010301,25.059
maize,US-18-183,20010301,17.113
maize,US-18-167,20010301,24.746
maize,US-18-025,20010301,34.385
maize,US-18-081,20010301,21.026
maize,US-18-013,20010301,34.611
maize,US-18-087,20010301,18.37
maize,US-18-113,20010301,16.991
maize,US-18-151,20010301,16.571
maize,US-18-027,20010311,28.403
maize,US-18-061,20010311,35.206
maize,US-18-103,20010311,19.26
maize,US-18-129,20010311,32.673
maize,US-18-147,20010311,33.847
maize,US-18-009,20010311,17.493
maize,US-18-035,20010311,19.407
maize,US-18-067,20010311,16.844
maize,US-18-083,20010311,27.724
maize,US-18-159,20010311,15.16
maize,US-18-175,20010311,34.498
maize,US-18-071,20010311,31.288
maize,US-18-179,20010311,15.607
maize,US-18-007,20010311,14.818
maize,US-18-051,20010311,30.174
maize,US-18-123,20010311,36.953
maize,US-18-021,20010311,25.224
maize,US-18-125,20010311,32.178
maize,US-18-053,20010311,16.577
maize,US-18-099,20010311,21.42
maize,US-18-101,20010311,33.472
maize,US-18-003,20010311,19.375
maize,US-18-031,20010311,23.499
maize,US-18-037,20010311,37.727
maize,US-18-041,20010311,24.002
maize,US-18-055,20010311,26.101
maize,US-18-065,20010311,19.42
maize,US-18-075,20010311,17.732
maize,US-18-085,20010311,20.116
maize,US-18-091,20010311,19.162
maize,US-18-109,20010311,25.099
maize,US-18-181,20010311,16.474
maize,US-18-095,20010311,18.414
maize,US-18-097,20010311,25.347
maize,US-18-017,20010311,18.942
maize,US-18-115,20010311,29.382
maize,US-18-119,20010311,29.597
maize,US-18-121,20010311,25.159
maize,US-18-133,20010311,24.735
maize,US-18-157,20010311,18.799
maize,US-18-111,20010311,17.641
maize,US-18-143,20010311,34.373
maize,US-18-171,20010311,17.337
maize,US-18-177,20010311,22.283
maize,US-18-059,20010311,20.007
maize,US-18-173,20010311,31.228
maize,US-18-069,20010311,17.661
maize,US-18-073,20010311,17.669
maize,US-18-029,20010311,29.926
maize,US-18-131,20010311,18.15
maize,US-18-139,20010311,19.947
maize,US-18-105,20010311,33.32
maize,US-18-117,20010311,33.102
maize,US-18-137,20010311,28.931
maize,US-18-043,20010311,33.693
maize,US-18-141,20010311,19.962
maize,US-18-149,20010311,18.721
maize,US-18-005,20010311,27.026
maize,US-18-015,20010311,17.293
maize,US-18-163,20010311,26.835
maize,US-18-165,20010311,20.261
maize,US-18-169,20010311,19.301
maize,US-18-001,20010311,17.334
maize,US-18-079,20010311,31.029
maize,US-18-093,20010311,33.656
maize,US-18-155,20010311,31.754
maize,US-18-089,20010311,16.186
maize,US-18-107,20010311,19.365
maize,US-18-161,20010311,20.954
maize,US-18-047,20010311,25.174
maize,US-18-049,20010311,19.319
maize,US-18-057,20010311,18.646
maize,US-18-077,20010311,34.507
maize,US-18-127,20010311,18.642
maize,US-18-019,20010311,36.87
maize,US-18-033,20010311,21.014
maize,US-18-039,20010311,22.085
maize,US-18-045,20010311,20.12
maize,US-18-011,20010311,17.479
maize,US-18-023,20010311,16.345
maize,US-18-063,20010311,22.212
maize,US-18-145,20010311,21.631
maize,US-18-135,20010311,17.472
maize,US-18-153,20010311,26.471
maize,US-18-183,20010311,20.141
maize,US-18-167,20010311,26.639
maize,US-18-025,20010311,36.631
maize,US-18-081,20010311,22.368
maize,US-18-013,20010311,36.396
maize,US-18-087,20010311,22.269
maize,US-18-113,20010311,20.072
maize,US-18-151,20010311,19.888
maize,US-18-027,20010321,29.41
maize,US-18-061,20010321,38.14
maize,US-18-103,20010321,21.396
maize,US-18-129,20010321,34.312
maize,US-18-147,20010321,35.888
maize,US-18-009,20010321,19.071
maize,US-18-035,20010321,21.07
maize,US-18-067,20010321,18.325
maize,US-18-083,20010321,28.635
maize,US-18-159,20010321,16.337
maize,US-18-175,20010321,37.224
maize,US-18-071,20010321,33.271
maize,US-18-179,20010321,16.902
maize,US-18-007,20010321,15.864
maize,US-18-051,20010321,31.349
maize,US-18-123,20010321,39.97
maize,US-18-021,20010321,26.474
maize,US-18-125,20010321,34.06
maize,US-18-053,20010321,18.087
maize,US-18-099,20010321,24.033
maize,US-18-101,20010321,35.492
maize,US-18-003,20010321,21.386
maize,US-18-031,20010321,24.943
maize,US-18-037,20010321,39.599
maize,US-18-041,20010321,26.033
maize,US-18-055,20010321,27.327
maize,US-18-065,20010321,21.218
maize,US-18-075,20010321,19.556
maize,US-18-085,20010321,22.917
maize,US-18-091,20010321,21.473
maize,US-18-109,20010321,26.682
maize,US-18-181,20010321,17.776
maize,US-18-095,20010321,19.866
maize,US-18-097,20010321,27.261
maize,US-18-017,20010321,20.77
maize,US-18-115,20010321,31.963
maize,US-18-119,20010321,31.797
maize,US-18-121,20010321,27.138
maize,US-18-133,20010321,26.92
maize,US-18-157,20010321,20.631
maize,US-18-111,20010321,19.029
maize,US-18-143,20010321,37.204
maize,US-18-171,20010321,18.846
maize,US-18-177,20010321,24.539
maize,US-18-059,20010321,21.376
maize,US-18-173,20010321,33.084
maize,US-18-069,20010321,19.577
maize,US-18-073,20010321,19.1
maize,US-18-029,20010321,32.862
maize,US-18-131,20010321,19.627
maize,US-18-139,20010321,21.428
maize,US-18-105,20010321,36.203
maize,US-18-117,20010321,35.28
maize,US-18-137,20010321,31.306
maize,US-18-043,20010321,36.916
maize,US-18-141,20010321,22.537
maize,US-18-149,20010321,20.603
maize,US-18-005,20010321,28.266
maize,US-18-015,20010321,18.712
maize,US-18-163,20010321,27.878
maize,US-18-165,20010321,21.972
maize,US-18-169,20010321,21.495
maize,US-18-001,20010321,19.247
maize,US-18-079,20010321,33.387
maize,US-18-093,20010321,36.66
maize,US-18-155,20010321,34.575
maize,US-18-089,20010321,17.905
maize,US-18-107,20010321,21.132
maize,US-18-161,20010321,22.516
maize,US-18-047,20010321,27.229
maize,US-18-049,20010321,21.495
maize,US-18-057,20010321,20.268
maize,US-18-077,20010321,37.506
maize,US-18-127,20010321,20.829
maize,US-18-019,20010321,39.768
maize,US-18-033,20010321,23.428
maize,US-18-039,20010321,25.522
maize,US-18-045,20010321,21.915
maize,US-18-011,20010321,19.098
maize,US-18-023,20010321,17.699
maize,US-18-063,20010321,24.188
maize,US-18-145,20010321,22.835
maize,US-18-135,20010321,19.135
maize,US-18-153,20010321,27.375
maize,US-18-183,20010321,23.014
