crop_name,country_code,adm_id,harvest_year,yield,harvest_area,production
grain_maize,US,US-18-089,1998,9.445,27519.6,259798.82
grain_maize,US,US-18-089,1997,8.34,28976.52,241454.94
grain_maize,US,US-18-089,1996,7.078,24565.29,173682.66
grain_maize,US,US-18-089,1995,7.096,25010.46,177817.78
grain_maize,US,US-18-089,1994,8.849,26953.02,238274.86
grain_maize,US,US-18-089,1993,7.442,25374.69,188645.8
grain_maize,US,US-18-089,1992,8.064,28167.12,226903.28
grain_maize,US,US-18-089,1991,3.724,26305.5,97894.14
grain_maize,US,US-18-089,1990,7.881,25577.04,201528.68
grain_maize,US,US-18-091,2010,10.494,46257.21,485140.0
grain_maize,US,US-18-091,2009,9.671,41117.52,398526.0
grain_maize,US,US-18-091,2008,9.294,42857.73,398322.8
grain_maize,US,US-18-091,2007,9.093,50223.27,456293.22
grain_maize,US,US-18-091,2006,10.387,43100.55,447558.16
grain_maize,US,US-18-091,2005,8.61,45204.99,388973.06
grain_maize,US,US-18-091,2004,10.651,45650.16,485965.5
grain_maize,US,US-18-091,2003,8.943,43667.13,390268.46
grain_maize,US,US-18-091,2002,7.078,43667.13,308988.46
grain_maize,US,US-18-091,2001,8.836,44638.41,394309.6
grain_maize,US,US-18-091,2000,8.44,44436.06,374827.8
grain_maize,US,US-18-091,1999,8.001,44921.7,359176.32
grain_maize,US,US-18-091,1998,8.93,47349.9,422643.3
grain_maize,US,US-18-091,1997,8.597,46742.85,401515.58
grain_maize,US,US-18-091,1996,7.969,49171.05,391650.22
grain_maize,US,US-18-091,1995,8.101,45690.63,370441.22
grain_maize,US,US-18-091,1994,9.031,48887.76,441317.38
grain_maize,US,US-18-091,1993,7.41,44881.23,332308.2
grain_maize,US,US-18-091,1992,7.982,51154.08,407908.76
grain_maize,US,US-18-091,1991,4.905,47107.08,230819.96
grain_maize,US,US-18-091,1990,8.453,46985.67,396867.38
grain_maize,US,US-18-111,2010,10.67,42614.91,454406.0
grain_maize,US,US-18-111,2009,11.43,46540.5,530860.0
grain_maize,US,US-18-111,2008,11.618,43788.54,508254.0
grain_maize,US,US-18-111,2007,11.279,45731.1,515620.0
grain_maize,US,US-18-111,2006,10.236,40348.59,412846.52
grain_maize,US,US-18-111,2005,9.916,43262.43,428713.9
grain_maize,US,US-18-111,2004,11.266,40753.29,458792.58
grain_maize,US,US-18-111,2003,9.282,41805.51,387824.98
grain_maize,US,US-18-111,2002,9.747,40996.11,399420.08
grain_maize,US,US-18-111,2001,10.105,34439.97,347690.44
grain_maize,US,US-18-111,2000,8.805,41562.69,365699.04
grain_maize,US,US-18-111,1999,10.073,42453.03,427258.48
grain_maize,US,US-18-111,1998,9.477,43464.78,411700.98
grain_maize,US,US-18-111,1997,8.183,43950.42,359293.16
grain_maize,US,US-18-111,1996,8.026,49778.1,399252.44
grain_maize,US,US-18-111,1995,6.217,46054.86,287228.28
grain_maize,US,US-18-111,1994,9.181,49009.17,449737.48
grain_maize,US,US-18-111,1993,7.643,45083.58,344271.6
grain_maize,US,US-18-111,1992,9.376,46823.79,438838.34
grain_maize,US,US-18-111,1991,5.275,45528.75,240030.0
grain_maize,US,US-18-111,1990,8.767,44031.36,385792.98
grain_maize,US,US-18-127,2010,10.563,25617.51,270459.2
grain_maize,US,US-18-127,2009,9.797,24969.99,243840.0
grain_maize,US,US-18-127,2008,10.488,25900.8,270992.6
grain_maize,US,US-18-127,2007,9.646,28288.53,272653.76
grain_maize,US,US-18-127,2006,9.973,24929.52,248432.32
grain_maize,US,US-18-127,2005,8.61,27195.84,234061.0
grain_maize,US,US-18-127,2004,10.846,26022.21,281998.42
grain_maize,US,US-18-127,2003,9.32,25617.51,238673.64
grain_maize,US,US-18-127,2002,6.732,24605.76,165577.52
grain_maize,US,US-18-127,2001,8.729,25253.28,220319.6
grain_maize,US,US-18-127,2000,8.076,24929.52,201279.76
grain_maize,US,US-18-127,1999,8.999,26062.68,234340.4
grain_maize,US,US-18-127,1998,9.407,24969.99,234749.34
grain_maize,US,US-18-127,1997,8.666,25738.92,222938.34
grain_maize,US,US-18-127,1996,8.566,23796.36,203664.82
grain_maize,US,US-18-127,1995,8.038,24646.23,198285.1
grain_maize,US,US-18-127,1994,9.269,27317.25,253136.4
grain_maize,US,US-18-127,1993,7.392,24241.53,179019.2
grain_maize,US,US-18-127,1992,8.34,27114.9,226075.24
grain_maize,US,US-18-127,1991,5.03,25577.04,128529.08
grain_maize,US,US-18-127,1990,8.39,25981.74,217820.24
grain_maize,US,US-18-131,2010,10.375,45083.58,467385.4
grain_maize,US,US-18-131,2009,9.294,41886.45,390144.0
grain_maize,US,US-18-131,2008,10.55,45164.52,475767.4
grain_maize,US,US-18-131,2007,10.142,46702.38,473323.92
grain_maize,US,US-18-131,2006,9.59,41319.87,395912.34
grain_maize,US,US-18-131,2005,9.52,40874.7,389008.62
grain_maize,US,US-18-131,2004,10.506,40227.18,422363.9
grain_maize,US,US-18-131,2003,7.511,41684.1,312793.38
grain_maize,US,US-18-131,2002,8.076,45083.58,363740.7
grain_maize,US,US-18-131,2001,8.955,44597.94,399013.68
grain_maize,US,US-18-131,2000,8.271,43302.9,357949.5
grain_maize,US,US-18-131,1999,7.863,42291.15,332242.16
grain_maize,US,US-18-131,1998,8.968,43060.08,385993.64
grain_maize,US,US-18-131,1997,8.082,44800.29,361751.88
grain_maize,US,US-18-131,1996,6.927,48037.89,332422.5
grain_maize,US,US-18-131,1995,6.468,43788.54,284017.72
grain_maize,US,US-18-131,1994,8.528,47552.25,405185.88
grain_maize,US,US-18-131,1993,7.473,44881.23,335127.6
grain_maize,US,US-18-131,1992,8.12,47390.37,384728.72
grain_maize,US,US-18-131,1991,4.653,45731.1,212732.62
grain_maize,US,US-18-131,1990,8.076,44476.53,358853.74
grain_maize,US,US-18-149,2010,9.389,25212.81,236524.8
grain_maize,US,US-18-149,2009,8.415,25334.22,212598.0
grain_maize,US,US-18-149,2008,8.792,25374.69,222961.2
grain_maize,US,US-18-149,2007,9.282,28005.24,259725.16
grain_maize,US,US-18-149,2006,9.677,23310.72,225389.44
grain_maize,US,US-18-149,2005,8.616,24322.47,209494.12
grain_maize,US,US-18-149,2004,9.69,23755.89,230002.08
grain_maize,US,US-18-149,2003,7.542,23432.13,176570.64
grain_maize,US,US-18-149,2002,7.203,23634.48,170146.98
grain_maize,US,US-18-149,2001,7.919,23755.89,187947.3
grain_maize,US,US-18-149,2000,8.352,25172.34,210075.78
grain_maize,US,US-18-149,1999,7.122,25900.8,184416.7
grain_maize,US,US-18-149,1998,8.679,25293.75,219351.86
grain_maize,US,US-18-149,1997,7.624,24848.58,189326.52
grain_maize,US,US-18-149,1996,6.481,25900.8,167830.5
grain_maize,US,US-18-149,1995,7.159,25941.27,186055.0
grain_maize,US,US-18-149,1994,8.478,27519.6,233248.2
grain_maize,US,US-18-149,1993,7.348,25293.75,185674.0
grain_maize,US,US-18-149,1992,7.655,26224.56,200573.64
grain_maize,US,US-18-149,1991,4.779,25657.98,122537.22
grain_maize,US,US-18-149,1990,8.007,26062.68,208640.68
grain_maize,US,US-18-181,2010,10.488,62728.5,657606.0
grain_maize,US,US-18-181,2009,11.367,60502.65,687324.0
grain_maize,US,US-18-181,2008,11.995,61150.17,732536.0
grain_maize,US,US-18-181,2007,11.009,65601.87,721840.06
grain_maize,US,US-18-181,2006,10.035,55970.01,561337.46
grain_maize,US,US-18-181,2005,10.996,57265.05,629160.54
grain_maize,US,US-18-181,2004,11.047,52772.88,582688.7
grain_maize,US,US-18-181,2003,8.773,53906.04,472747.34
grain_maize,US,US-18-181,2002,10.086,54270.27,546928.04
grain_maize,US,US-18-181,2001,10.437,53825.1,561362.86
grain_maize,US,US-18-181,2000,9.363,52084.89,487362.5
grain_maize,US,US-18-181,1999,9.941,50547.03,502208.8
grain_maize,US,US-18-181,1998,8.855,51315.96,454172.32
grain_maize,US,US-18-181,1997,8.585,50992.2,437367.68
grain_maize,US,US-18-181,1996,9.282,58600.56,543661.6
grain_maize,US,US-18-181,1995,7.348,50992.2,375264.68
grain_maize,US,US-18-181,1994,9.966,54917.79,547037.26
grain_maize,US,US-18-181,1993,8.195,50506.56,413689.8
grain_maize,US,US-18-181,1992,9.47,54351.21,514494.78
grain_maize,US,US-18-181,1991,5.464,53906.04,294225.98
grain_maize,US,US-18-181,1990,8.39,52489.59,440049.92
grain_maize,US,US-18-015,2010,10.682,40874.7,436499.0
grain_maize,US,US-18-015,2009,10.99,42210.21,464058.0
grain_maize,US,US-18-015,2008,12.183,44800.29,546404.8
grain_maize,US,US-18-015,2007,11.731,46338.15,543339.02
grain_maize,US,US-18-015,2006,10.927,40065.3,437507.38
grain_maize,US,US-18-015,2005,11.216,39822.48,446288.16
grain_maize,US,US-18-015,2004,11.844,39943.89,472714.32
grain_maize,US,US-18-015,2003,9.954,40429.53,402099.78
grain_maize,US,US-18-015,2002,9.759,39741.54,387510.02
grain_maize,US,US-18-015,2001,10.689,40146.24,428843.44
grain_maize,US,US-18-015,2000,8.993,41238.93,370560.6
grain_maize,US,US-18-015,1999,9.583,43181.49,413517.08
grain_maize,US,US-18-015,1998,9.188,43100.55,395752.32
grain_maize,US,US-18-015,1997,9.087,43302.9,393186.92
grain_maize,US,US-18-015,1996,9.357,44678.88,417753.8
grain_maize,US,US-18-015,1995,7.536,41198.46,310959.5
grain_maize,US,US-18-015,1994,10.393,46985.67,487926.38
grain_maize,US,US-18-015,1993,8.949,42412.56,379323.6
grain_maize,US,US-18-015,1992,9.979,45852.51,457278.74
grain_maize,US,US-18-015,1991,6.638,42979.14,285234.38
grain_maize,US,US-18-015,1990,9.269,42614.91,394870.94
grain_maize,US,US-18-017,2010,9.313,41157.99,382981.2
grain_maize,US,US-18-017,2009,10.299,41238.93,424688.0
grain_maize,US,US-18-017,2008,11.492,42898.2,493572.8
grain_maize,US,US-18-017,2007,11.097,45204.99,501218.2
grain_maize,US,US-18-017,2006,9.652,38932.14,375569.48
grain_maize,US,US-18-017,2005,10.795,40834.23,440463.94
grain_maize,US,US-18-017,2004,11.204,39215.43,439028.84
grain_maize,US,US-18-017,2003,8.729,37960.86,331243.94
grain_maize,US,US-18-017,2002,8.767,36625.35,320987.42
grain_maize,US,US-18-017,2001,10.123,38203.68,386455.92
grain_maize,US,US-18-017,2000,9.32,38082.27,354657.66
grain_maize,US,US-18-017,1999,8.918,36746.76,327416.16
grain_maize,US,US-18-017,1998,9.489,36625.35,347388.18
grain_maize,US,US-18-017,1997,8.685,36180.18,314043.06
grain_maize,US,US-18-017,1996,8.867,40834.23,361977.94
grain_maize,US,US-18-017,1995,7.222,35411.25,256141.22
grain_maize,US,US-18-017,1994,9.69,41077.05,397703.04
grain_maize,US,US-18-017,1993,8.786,37272.87,327177.4
grain_maize,US,US-18-017,1992,9.351,41441.28,387210.3
grain_maize,US,US-18-017,1991,5.771,36868.17,212664.04
grain_maize,US,US-18-017,1990,8.202,37556.16,307751.48
grain_maize,US,US-18-039,2010,9.734,18494.79,179882.8
grain_maize,US,US-18-039,2009,10.111,18859.02,191008.0
grain_maize,US,US-18-039,2008,8.855,19061.37,168656.0
grain_maize,US,US-18-039,2007,9.608,22784.61,218744.8
grain_maize,US,US-18-039,2006,9.91,19668.42,194838.32
grain_maize,US,US-18-039,2005,8.943,21489.57,192082.42
grain_maize,US,US-18-039,2004,9.734,19425.6,188915.04
grain_maize,US,US-18-039,2003,9.47,19385.13,183446.42
grain_maize,US,US-18-039,2002,7.919,18049.62,142839.44
grain_maize,US,US-18-039,2001,8.911,21610.98,192532.0
grain_maize,US,US-18-039,2000,8.296,19992.18,165735.0
grain_maize,US,US-18-039,1999,7.115,21975.21,156248.1
grain_maize,US,US-18-039,1998,8.754,25455.63,222732.6
grain_maize,US,US-18-039,1997,8.553,26588.79,227307.14
grain_maize,US,US-18-039,1996,6.933,18292.44,126789.18
grain_maize,US,US-18-039,1995,7.222,19587.48,141683.74
grain_maize,US,US-18-039,1994,8.528,21044.4,179410.36
grain_maize,US,US-18-039,1993,7.423,20558.76,152552.4
grain_maize,US,US-18-039,1992,8.277,27114.9,224348.04
grain_maize,US,US-18-039,1991,6.079,21287.22,129390.14
grain_maize,US,US-18-039,1990,8.139,21691.92,176385.22
grain_maize,US,US-18-049,2010,10.663,39053.55,416153.6
grain_maize,US,US-18-049,2009,10.048,34804.2,350012.0
grain_maize,US,US-18-049,2008,10.613,37515.69,397865.6
grain_maize,US,US-18-049,2007,9.791,40712.82,398350.74
grain_maize,US,US-18-049,2006,9.313,34723.26,323298.82
grain_maize,US,US-18-049,2005,9.979,35977.83,358772.46
grain_maize,US,US-18-049,2004,10.017,34763.73,348101.92
grain_maize,US,US-18-049,2003,9.087,34561.38,313982.1
grain_maize,US,US-18-049,2002,7.417,34642.32,256814.32
grain_maize,US,US-18-049,2001,8.993,34844.67,313199.78
grain_maize,US,US-18-049,2000,8.516,34156.68,290738.56
grain_maize,US,US-18-049,1999,7.04,34197.15,240583.72
grain_maize,US,US-18-049,1998,8.704,30635.79,266484.1
grain_maize,US,US-18-049,1997,8.151,30473.91,248318.02
grain_maize,US,US-18-049,1996,7.957,35411.25,281607.26
grain_maize,US,US-18-049,1995,6.845,32942.58,225854.26
grain_maize,US,US-18-049,1994,9.163,36503.94,334182.72
grain_maize,US,US-18-049,1993,7.473,33347.28,249123.2
grain_maize,US,US-18-049,1992,8.434,35856.42,302315.88
grain_maize,US,US-18-049,1991,5.897,34642.32,204122.02
grain_maize,US,US-18-049,1990,7.819,34075.74,266344.4
grain_maize,US,US-18-085,2010,10.494,41117.52,431215.8
grain_maize,US,US-18-085,2009,10.048,40793.76,409448.0
grain_maize,US,US-18-085,2008,8.98,39620.13,354507.8
grain_maize,US,US-18-085,2007,9.822,44557.47,437367.68
grain_maize,US,US-18-085,2006,10.324,38648.85,398876.52
grain_maize,US,US-18-085,2005,9.326,40510.47,377690.38
grain_maize,US,US-18-085,2004,10.236,37758.51,386171.44
grain_maize,US,US-18-085,2003,9.715,39377.31,382318.26
grain_maize,US,US-18-085,2002,7.668,36463.47,279443.18
grain_maize,US,US-18-085,2001,9.797,37798.98,370088.16
grain_maize,US,US-18-085,2000,8.082,37515.69,302925.48
grain_maize,US,US-18-085,1999,7.837,39134.49,306453.54
grain_maize,US,US-18-085,1998,9.489,39377.31,373425.72
grain_maize,US,US-18-085,1997,8.453,39094.02,330253.34
grain_maize,US,US-18-085,1996,7.479,36301.59,271421.86
grain_maize,US,US-18-085,1995,6.971,35330.31,246667.02
grain_maize,US,US-18-085,1994,8.798,41279.4,362917.74
grain_maize,US,US-18-085,1993,7.235,36665.82,265023.6
grain_maize,US,US-18-085,1992,8.56,42291.15,361889.04
grain_maize,US,US-18-085,1991,5.646,38163.21,215399.62
grain_maize,US,US-18-085,1990,8.007,36868.17,295142.92
grain_maize,US,US-18-099,2010,10.318,34804.2,358800.4
grain_maize,US,US-18-099,2009,9.734,32659.29,317500.0
grain_maize,US,US-18-099,2008,9.734,35654.07,346506.8
grain_maize,US,US-18-099,2007,9.734,38001.33,369580.16
grain_maize,US,US-18-099,2006,10.23,33792.45,345470.48
grain_maize,US,US-18-099,2005,9.414,36180.18,340385.4
grain_maize,US,US-18-099,2004,9.809,35370.78,346715.08
grain_maize,US,US-18-099,2003,9.043,36301.59,328053.7
grain_maize,US,US-18-099,2002,8.233,34763.73,286077.66
grain_maize,US,US-18-099,2001,9.502,36220.65,343842.34
grain_maize,US,US-18-099,2000,8.264,34116.21,281719.02
grain_maize,US,US-18-099,1999,7.718,35775.48,276037.04
grain_maize,US,US-18-099,1998,9.282,35492.19,329227.18
grain_maize,US,US-18-099,1997,8.026,37313.34,299374.56
grain_maize,US,US-18-099,1996,6.789,35370.78,240014.76
grain_maize,US,US-18-099,1995,7.096,34278.09,243634.26
grain_maize,US,US-18-099,1994,8.748,37677.57,329328.78
grain_maize,US,US-18-099,1993,7.517,33225.87,249631.2
grain_maize,US,US-18-099,1992,8.183,37556.16,307195.22
grain_maize,US,US-18-099,1991,5.709,33954.33,193751.2
grain_maize,US,US-18-099,1990,8.202,33832.92,277241.0
grain_maize,US,US-18-103,2010,9.916,26507.85,262636.0
grain_maize,US,US-18-103,2009,10.299,25415.16,261620.0
grain_maize,US,US-18-103,2008,10.174,28369.47,288950.4
grain_maize,US,US-18-103,2007,9.684,31121.43,301195.74
grain_maize,US,US-18-103,2006,10.13,26750.67,270743.68
grain_maize,US,US-18-103,2005,10.318,27276.78,281221.18
grain_maize,US,US-18-103,2004,10.613,27641.01,293209.98
grain_maize,US,US-18-103,2003,9.282,27802.89,257992.88
grain_maize,US,US-18-103,2002,7.297,27114.9,197817.74
grain_maize,US,US-18-103,2001,9.721,29624.04,287903.92
grain_maize,US,US-18-103,2000,8.648,28855.11,249313.7
grain_maize,US,US-18-103,1999,6.971,29826.39,207853.28
grain_maize,US,US-18-103,1998,9.502,32335.53,307030.12
grain_maize,US,US-18-103,1997,8.334,31364.25,261147.56
grain_maize,US,US-18-103,1996,8.302,28329.0,235049.06
grain_maize,US,US-18-103,1995,6.971,25010.46,174617.38
grain_maize,US,US-18-103,1994,9.477,28855.11,273217.64
grain_maize,US,US-18-103,1993,8.654,26143.62,226187.0
grain_maize,US,US-18-103,1992,8.943,29826.39,266486.64
grain_maize,US,US-18-103,1991,6.393,27398.19,175031.4
grain_maize,US,US-18-103,1990,8.39,28409.94,238175.8
grain_maize,US,US-18-141,2010,10.01,29543.1,295605.2
grain_maize,US,US-18-141,2009,10.425,28855.11,299974.0
grain_maize,US,US-18-141,2008,9.043,28571.82,257733.8
grain_maize,US,US-18-141,2007,9.363,31607.07,295856.66
grain_maize,US,US-18-141,2006,9.891,27519.6,271993.36
grain_maize,US,US-18-141,2005,9.244,28167.12,260273.8
grain_maize,US,US-18-141,2004,9.891,29178.87,288399.22
grain_maize,US,US-18-141,2003,8.798,28248.06,248467.88
grain_maize,US,US-18-141,2002,7.856,27883.83,218993.72
grain_maize,US,US-18-141,2001,8.748,27560.07,240898.68
grain_maize,US,US-18-141,2000,8.082,28086.18,226893.12
grain_maize,US,US-18-141,1999,6.72,29259.81,196448.68
grain_maize,US,US-18-141,1998,9.232,28814.64,265788.14
grain_maize,US,US-18-141,1997,7.944,29947.8,237832.9
grain_maize,US,US-18-141,1996,6.701,29866.86,200080.88
grain_maize,US,US-18-141,1995,7.599,27641.01,210367.88
grain_maize,US,US-18-141,1994,8.88,30595.32,271520.92
grain_maize,US,US-18-141,1993,7.335,28936.05,212039.2
grain_maize,US,US-18-141,1992,8.089,29907.33,241808.0
grain_maize,US,US-18-141,1991,5.526,29219.34,161295.08
grain_maize,US,US-18-141,1990,7.881,28329.0,223212.66
grain_maize,US,US-18-169,2010,10.161,30757.2,312267.6
grain_maize,US,US-18-169,2009,10.864,29785.92,324104.0
grain_maize,US,US-18-169,2008,9.357,29866.86,279933.4
grain_maize,US,US-18-169,2007,9.583,32740.23,313613.8
grain_maize,US,US-18-169,2006,10.042,27236.31,273288.76
grain_maize,US,US-18-169,2005,10.393,29219.34,303476.66
grain_maize,US,US-18-169,2004,10.576,28652.76,302828.96
grain_maize,US,US-18-169,2003,9.345,28531.35,266385.04
grain_maize,US,US-18-169,2002,6.337,28005.24,177380.9
grain_maize,US,US-18-169,2001,10.111,28612.29,289062.16
grain_maize,US,US-18-169,2000,8.56,28936.05,247571.26
grain_maize,US,US-18-169,1999,7.266,30595.32,222199.2
grain_maize,US,US-18-169,1998,8.987,30069.21,270068.04
grain_maize,US,US-18-169,1997,8.415,29664.51,249491.5
grain_maize,US,US-18-169,1996,7.8,24322.47,189608.46
grain_maize,US,US-18-169,1995,7.096,24201.06,172011.34
grain_maize,US,US-18-169,1994,9.401,28409.94,266936.22
grain_maize,US,US-18-169,1993,8.666,24727.17,214172.8
grain_maize,US,US-18-169,1992,9.131,29057.46,265102.34
grain_maize,US,US-18-169,1991,6.519,26872.08,175003.46
grain_maize,US,US-18-169,1990,8.516,27600.54,234871.26
grain_maize,US,US-18-001,2010,9.018,22784.61,205384.4
grain_maize,US,US-18-001,2009,10.488,24848.58,259842.0
grain_maize,US,US-18-001,2008,9.42,25496.1,240233.2
grain_maize,US,US-18-001,2007,8.924,29016.99,258838.7
grain_maize,US,US-18-001,2006,9.238,23310.72,215143.08
grain_maize,US,US-18-001,2005,8.735,26750.67,233484.42
grain_maize,US,US-18-001,2004,10.381,25496.1,264581.64
grain_maize,US,US-18-001,2003,8.346,25374.69,211701.38
grain_maize,US,US-18-001,2002,5.884,24282.0,142798.8
grain_maize,US,US-18-001,2001,9.721,27600.54,268079.22
grain_maize,US,US-18-001,2000,8.899,26831.61,238709.2
grain_maize,US,US-18-001,1999,7.046,29097.93,204950.06
grain_maize,US,US-18-001,1998,8.723,29462.16,256799.08
grain_maize,US,US-18-001,1997,8.823,29381.22,259171.44
grain_maize,US,US-18-001,1996,7.511,15135.78,113576.1
grain_maize,US,US-18-001,1995,7.913,21853.8,172387.26
grain_maize,US,US-18-001,1994,8.735,24848.58,217004.9
grain_maize,US,US-18-001,1993,7.159,21853.8,156362.4
grain_maize,US,US-18-001,1992,9.188,25010.46,229593.14
grain_maize,US,US-18-001,1991,5.897,22663.2,133537.96
grain_maize,US,US-18-001,1990,8.076,22501.32,181549.04
grain_maize,US,US-18-003,2010,9.464,28126.65,266090.4
grain_maize,US,US-18-003,2009,11.116,28936.05,322072.0
grain_maize,US,US-18-003,2008,9.483,29462.16,278866.6
grain_maize,US,US-18-003,2007,9.872,36544.41,360525.06
grain_maize,US,US-18-003,2006,10.381,29947.8,310636.92
grain_maize,US,US-18-003,2005,9.872,31364.25,309407.56
grain_maize,US,US-18-003,2004,9.828,30190.62,296468.8
grain_maize,US,US-18-003,2003,9.533,31890.36,303918.62
grain_maize,US,US-18-003,2002,7.291,29907.33,217853.26
grain_maize,US,US-18-003,2001,9.433,32497.41,306428.14
grain_maize,US,US-18-003,2000,8.497,30312.03,257398.52
grain_maize,US,US-18-003,1999,7.8,33306.81,259699.76
grain_maize,US,US-18-003,1998,8.924,34035.27,303537.62
grain_maize,US,US-18-003,1997,8.748,35573.13,311030.62
grain_maize,US,US-18-003,1996,7.762,21287.22,165100.0
grain_maize,US,US-18-003,1995,8.164,23513.07,191411.86
grain_maize,US,US-18-003,1994,8.792,28774.17,252806.2
grain_maize,US,US-18-003,1993,7.285,25091.4,182676.8
grain_maize,US,US-18-003,1992,9.137,34197.15,312204.1
grain_maize,US,US-18-003,1991,6.519,25698.45,167360.6
grain_maize,US,US-18-003,1990,8.202,25900.8,212242.4
grain_maize,US,US-18-033,2010,7.674,17766.33,136245.6
grain_maize,US,US-18-033,2009,9.42,17483.04,165100.0
grain_maize,US,US-18-033,2008,7.599,17523.51,133604.0
grain_maize,US,US-18-033,2007,9.2,21449.1,197167.5
grain_maize,US,US-18-033,2006,9.225,17685.39,163095.94
grain_maize,US,US-18-033,2005,9.508,18373.38,174632.62
grain_maize,US,US-18-033,2004,9.106,17685.39,160980.12
grain_maize,US,US-18-033,2003,9.351,17321.16,161864.04
grain_maize,US,US-18-033,2002,7.473,16026.12,119654.32
grain_maize,US,US-18-033,2001,7.793,17240.22,134312.66
grain_maize,US,US-18-033,2000,7.819,15500.01,121158.0
grain_maize,US,US-18-033,1999,7.492,16552.23,123959.62
grain_maize,US,US-18-033,1998,9.062,15945.18,144386.3
grain_maize,US,US-18-033,1997,7.662,15985.65,122369.58
grain_maize,US,US-18-033,1996,6.148,10684.08,65623.44
grain_maize,US,US-18-033,1995,6.782,15095.31,101927.66
grain_maize,US,US-18-033,1994,7.473,16511.76,123344.94
grain_maize,US,US-18-033,1993,7.448,15540.48,115722.4
grain_maize,US,US-18-033,1992,8.302,16592.7,137713.72
grain_maize,US,US-18-033,1991,6.205,16552.23,102664.26
grain_maize,US,US-18-033,1990,7.567,18009.15,136222.74
grain_maize,US,US-18-069,2010,10.481,25374.69,265785.6
grain_maize,US,US-18-069,2009,11.053,27236.31,300990.0
grain_maize,US,US-18-069,2008,9.671,26062.68,251510.8
grain_maize,US,US-18-069,2007,9.37,31768.95,297444.16
grain_maize,US,US-18-069,2006,9.834,25293.75,248630.44
grain_maize,US,US-18-069,2005,9.891,26831.61,265229.34
grain_maize,US,US-18-069,2004,10.331,25010.46,258191.0
grain_maize,US,US-18-069,2003,9.062,25900.8,234551.22
